INDEX;BT;QGOAP;
0;1,971966;1,708033;
1;1,37451;1,385489;
2;1,876478;1,62352;
3;2,282038;1,657961;
4;2,068361;1,331638;
5;2,158859;1,701139;
6;1,413933;2,446066;
7;1,950241;1,689756;
8;1,430889;1,749111;
9;3,468456;1,831543;
10;2,151108;1,628887;
11;2,166977;2,093025;
12;3,694408;1,405586;
13;1,512119;1,687881;
14;2,236771;1,623226;
15;2,547729;1,932274;
16;2,440735;1,399261;
17;2,546501;1,773499;
18;3,104286;1,775711;
19;2,476036;1,943962;
20;1,46682;1,393181;
21;1,388756;1,59124;
22;2,2285;1,7715;
23;2,228638;1,591362;
24;1,371475;1,528519;
25;2,716606;2,063393;
26;2,357559;2,002441;
27;1,370811;1,269188;
28;1,914948;1,805054;
29;2,250145;1,489853;
30;3,121056;1,738945;
31;3,244896;2,2351;
32;1,803497;1,596497;
33;3,295288;1,584717;
34;2,430939;1,449051;
35;3,130875;2,009125;
36;1,567413;1,792587;
37;3,093048;1,766953;
38;2,472565;1,707428;
39;1,979843;1,800156;
40;1,704559;2,135452;
41;1,780441;2,039551;
42;1,937164;1,282837;
43;2,119858;1,760132;
44;2,224731;1,675278;
45;3,074921;1,545074;
46;1,508392;1,631607;
47;2,713531;1,36647;
48;1,838165;1,981827;
49;2,523468;2,116531;
50;1,788406;1,8116;
51;1,893143;1,806854;
52;2,40094;1,619049;
53;1,802582;1,877426;
54;2,403198;1,536789;
55;2,518494;1,541519;
56;1,431412;1,428574;
57;1,573746;1,886261;
58;2,224686;1,815308;
59;2,649063;1,450943;
60;2,200104;2,399887;
61;2,571045;1,668961;
62;2,75705;1,582947;
63;1,15918;1,800812;
64;1,332703;1,487305;
65;2,992126;1,867859;
66;1,42511;2,054901;
67;1,86792;1,39209;
68;1,347534;2,212463;
69;1,653229;1,546753;
70;2,261261;1,818756;
71;1,038544;2,10144;
72;2,380859;1,179138;
73;1,411316;1,608673;
74;2,398071;1,881927;
75;2,47406;2,085938;
76;2,424042;1,435974;
77;2,112091;1,827911;
78;2,255096;1,504883;
79;2,364838;2,575165;
80;1,537903;1,662109;
81;2,805023;1,414978;
82;1,499268;1,580719;
83;2,365051;1,754944;
84;1,59201;1,687988;
85;2,207581;1,512421;
86;1,369537;2,050476;
87;1,462128;2,137848;
88;2,107117;2,672882;
89;1,762238;1,917786;
90;2,482666;2,61731;
91;2,45697;1,843048;
92;1,568604;1,311401;
93;2,465088;1,714905;
94;1,336731;1,923248;
95;2,527344;2,472656;
96;2,149323;1,370697;
