INDEX;BT;QGOAP;
0;2,064723;1,735276;
1;2,274305;1,405694;
2;2,081553;1,418446;
3;1,90034;2,119658;
4;2,352512;1,407486;
5;1,255066;1,664934;
6;2,364618;1,41538;
7;3,061323;1,638674;
8;2,758543;1,781456;
9;3,059837;1,64016;
10;2,188034;1,491966;
11;1,36364;1,896358;
12;1,480316;1,419682;
13;1,290108;2,049892;
14;2,981987;1,578011;
15;2,045078;2,074921;
16;1,306168;1,473831;
17;2,172112;1,647888;
18;2,270721;1,44928;
19;2,091324;1,228676;
20;2,355797;1,6642;
21;1,505272;1,294724;
22;2,780624;1,959373;
23;2,506699;2,053299;
24;2,488846;2,391159;
25;1,379608;2,200386;
26;2,24128;1,738724;
27;2,376884;1,223114;
28;2,869705;1,770287;
29;1,639587;1,300415;
30;2,328865;1,931137;
31;2,933136;1,706856;
32;2,819595;1,880402;
33;1,422745;1,517258;
34;2,359894;1,620102;
35;2,688934;1,791061;
36;2,012009;1,667999;
37;2,320465;1,379532;
38;2,013962;1,546036;
39;2,149902;1,7901;
40;2,027054;1,892944;
41;1,420639;1,699356;
42;1,958328;2,001663;
43;1,910629;1,549377;
44;2,641129;2,318863;
45;2,468826;1,391174;
46;3,127869;2,132141;
47;1,748993;1,931;
48;2,74704;1,592957;
49;2,125916;1,214081;
