INDEX;BT;QGOAP;
0;5,738606;6,281389;
1;5,709635;5,330362;
2;5,472994;8,467001;
3;6,113297;3,146698;
4;5,544903;2,455097;
5;6,389515;11,49048;
6;5,635765;10,08423;
7;6,224403;1,81559;
8;5,424683;3,355316;
9;5,600708;6,279289;
10;6,495338;15,58465;
11;5,657623;2,182373;
12;5,908447;14,03156;
13;6,676376;15,28362;
14;5,53685;6,003143;
15;5,805786;4,594208;
16;5,496994;1,783005;
17;6,184845;4,055161;
18;6,101959;3,038025;
19;6,307831;2,852173;
20;6,481857;2,57814;
21;6,108704;2,5513;
22;6,256531;1,283447;
23;5,432678;15,58731;
24;6,360931;1,639069;
25;5,908234;2,351776;
26;6,490479;4,689514;
27;5,446991;1,973022;
28;5,856934;1,403046;
29;5,948303;7,911682;
30;6,147491;2,112518;
31;5,520844;2,899139;
32;5,374878;6,42514;
33;5,808838;1,771149;
34;6,1492;12,55078;
35;5,41333;6,426666;
36;5,967712;4,49231;
37;6,110321;2,389679;
38;6,328705;4,071289;
39;5,823273;3,35672;
40;5,33786;1,182129;
41;6,085724;4,374268;
42;5,406158;3,653839;
43;5,663666;1,076324;
44;6,055481;11,30453;
45;6,418732;8,701233;
46;5,599426;5,860596;
47;5,488831;3,571167;
48;5,700439;4,119568;
49;6,240723;1,399231;
