INDEX;BT;QGOAP;
0;1,753899;9,566097;
1;1,725016;3,334982;
2;1,796791;7,983208;
3;1,612946;1,667053;
4;2,482166;2,997829;
5;2,006241;2,553761;
6;1,972919;2,867077;
7;1,728912;4,291084;
8;1,390991;4,449005;
9;1,484695;1,955307;
10;2,013069;9,306923;
11;2,487541;11,51246;
12;1,735229;3,22477;
13;1,391144;5,548851;
14;1,696953;1,24305;
15;1,342445;2,737549;
16;2,292252;1,967751;
17;1,576469;4,203522;
18;1,559982;15,48001;
19;1,945084;3,994919;
20;1,784897;3,935104;
21;1,836624;1,343369;
22;1,90593;6,034073;
23;1,992981;2,047012;
24;1,67952;17,58047;
25;1,573715;4,586288;
26;2,005203;3,234787;
27;1,629761;1,890244;
28;2,496277;5,243713;
29;2,356186;4,103821;
30;1,814102;1,985886;
31;2,264618;3,535385;
32;1,737244;3,722763;
33;1,706467;5,893524;
34;1,942245;15,95776;
35;1,424347;1,355652;
36;2,152588;2,347382;
37;1,738922;1,041077;
38;1,726685;1,613342;
39;1,444092;1,315887;
40;1,692627;2,767365;
41;2,03299;5,547028;
42;1,634308;2,045685;
43;1,374084;3,385925;
44;2,245941;3,374054;
45;1,970947;3,209045;
46;1,86972;6,050262;
47;1,979065;4,280945;
48;1,285553;2,89444;
49;1,395691;16,30432;
50;1,469971;1,310028;
51;1,510803;2,209167;
52;2,413025;17,28699;
53;1,639526;8,020477;
